player,pass_att,pass_cmp,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fumble_lost,fpts,team,position,rec_att,rec_yds,rec_td
Demario Douglas,,,,,,0.0,0.0,0.0,0.1,27.0,NE,WR,21.7,177.4,0.0
Kyle Philips,,,,,,0.0,0.0,0.0,0.3,16.5,TEN,WR,10.5,126.9,0.1
Deonte Harty,,,,,,0.0,0.0,0.0,0.7,4.1,BUF,WR,1.4,17.3,0.0
Cedrick Wilson Jr.,,,,,,0.0,0.0,0.0,0.1,17.7,MIA,WR,8.9,103.9,0.1
Calvin Austin III,,,,,,0.0,0.0,0.0,0.2,24.4,PIT,WR,11.1,141.1,0.0
Zach Pascal,,,,,,0.0,0.0,0.0,0.2,15.3,ARI,WR,14.1,94.3,0.0
Cade Johnson,,,,,,0.0,1.7,0.0,0.0,38.0,SEA,WR,14.6,168.0,1.1
Deven Thompkins,,,,,,0.0,0.0,0.0,0.3,7.2,TB,WR,8.8,45.1,0.0
Devin Duvernay,,,,,,0.0,0.0,0.0,0.1,6.6,BAL,WR,4.8,46.7,0.3
Dontayvion Wicks,,,,,,0.0,0.0,0.0,0.1,16.2,GB,WR,15.1,105.5,0.0
A.T. Perry,,,,,,0.0,0.0,0.0,0.2,12.5,NO,WR,7.0,87.8,0.1
Kayshon Boutte,,,,,,1.6,0.8,0.0,0.3,3.6,NE,WR,1.2,17.8,0.1
KhaDarel Hodge,,,,,,0.0,0.0,0.0,0.2,6.5,ATL,WR,4.1,48.8,0.0
Trenton Irwin,,,,,,0.0,0.0,0.0,0.2,16.2,CIN,WR,13.5,107.9,0.0
Justin Watson,,,,,,0.0,0.0,0.0,0.1,14.3,KC,WR,7.0,98.4,0.1
Tyler Scott,,,,,,0.8,5.0,0.0,0.1,30.6,CHI,WR,0.0,201.6,0.0
Justyn Ross,,,,,,0.0,0.0,0.0,0.2,5.5,KC,WR,2.0,22.9,0.2
Jason Brownlee,,,,,,0.0,0.0,0.0,0.1,23.4,NYJ,WR,9.2,123.3,0.7
David Bell,,,,,,0.0,0.0,0.0,0.1,9.5,CLE,WR,6.5,72.6,0.0
Tre Nixon,,,,,,0.0,6.3,0.0,0.0,26.7,NE,WR,8.6,126.9,0.8
Parker Washington,,,,,,0.0,0.0,0.0,0.1,19.8,JAC,WR,14.0,129.3,0.0
Samori Toure,,,,,,0.0,0.0,0.0,0.1,4.8,GB,WR,3.1,36.3,0.0
Equanimeous St. Brown,,,,,,0.0,0.0,0.0,0.1,4.1,CHI,WR,2.4,30.9,0.0
Jalen Tolbert,,,,,,0.0,0.0,0.0,0.2,5.8,DAL,WR,3.5,41.0,0.0
Nelson Agholor,,,,,,0.0,0.0,0.0,0.5,5.1,BAL,WR,2.9,33.6,0.1
Brandon Powell,,,,,,0.0,0.0,0.0,0.2,7.9,MIN,WR,5.9,41.2,0.0
Jakeem Grant Sr.,,,,,,0.0,45.8,0.3,0.0,21.5,CLE,WR,6.5,72.2,0.3
Jalen Nailor,,,,,,0.0,0.0,0.0,0.1,6.1,MIN,WR,3.9,45.7,0.0
Velus Jones Jr.,,,,,,0.0,0.0,0.0,0.1,7.9,CHI,WR,4.7,58.7,0.0
Tre'Quan Smith,,,,,,0.0,0.0,0.0,0.1,5.6,NO,WR,3.4,42.2,0.1
DeAndre Carter,,,,,,0.0,0.0,0.0,0.3,4.9,LV,WR,3.5,38.9,0.0
Keith Kirkwood,,,,,,0.0,0.0,0.0,0.0,5.1,NO,WR,3.2,40.1,0.2
Rakim Jarrett,,,,,,0.0,0.0,0.0,0.1,9.0,TB,WR,3.2,36.6,0.3
Dee Eskridge,,,,,,1.3,12.5,0.0,0.1,6.8,SEA,WR,5.1,31.3,0.0
Derius Davis,,,,,,0.2,1.2,0.0,0.0,7.2,LAC,WR,11.8,46.6,0.0
Scott Miller,,,,,,0.0,0.0,0.0,0.1,6.3,ATL,WR,4.1,47.0,0.0
Andrei Iosivas,,,,,,0.4,2.7,0.0,0.1,16.2,CIN,WR,0.0,105.5,0.0
Gunner Olszewski,,,,,,0.0,0.0,0.0,0.2,5.0,PIT,WR,1.4,38.5,0.2
Justin Shorter,,,,,,0.0,0.0,0.0,0.1,12.4,BUF,WR,7.3,81.8,0.0
Dante Pettis,,,,,,0.0,0.0,0.0,0.0,4.1,CHI,WR,2.4,29.4,0.2
KaVontae Turpin,,,,,,0.0,0.0,0.0,0.1,5.9,DAL,WR,3.5,43.3,0.0
Ray-Ray McCloud III,,,,,,0.8,13.7,0.1,0.2,8.5,SF,WR,2.3,28.2,0.0
Brandon Johnson,,,,,,0.0,0.0,0.0,0.0,6.2,DEN,WR,3.7,45.9,0.3
Ashton Dulin,,,,,,0.3,2.0,0.0,0.0,7.2,IND,WR,4.5,45.1,0.0
River Cracraft,,,,,,0.0,0.0,0.0,0.0,5.5,MIA,WR,3.6,42.0,0.2
Byron Pringle,,,,,,0.0,0.0,0.0,0.1,8.8,WAS,WR,6.8,58.2,0.0
Cody Thompson,,,,,,0.0,0.0,0.0,0.0,6.3,SEA,WR,4.0,50.3,0.2
Dareke Young,,,,,,0.0,0.0,0.0,0.1,3.6,SEA,WR,3.9,22.4,0.0
Jalen Virgil,,,,,,0.0,0.0,0.0,0.0,7.6,DEN,WR,4.4,56.7,0.3
Tre Tucker,,,,,,0.0,0.0,0.0,0.1,6.0,LV,WR,3.5,44.0,0.0
Erik Ezukanma,,,,,,0.0,0.0,0.0,0.1,5.5,MIA,WR,3.6,42.2,0.0
Matthew Slater,,,,,,0.0,0.0,0.0,0.0,5.1,NE,WR,1.2,40.6,0.2
Tim Jones,,,,,,0.0,0.0,0.0,0.1,4.1,JAC,WR,1.0,25.6,0.1
Danny Gray,,,,,,0.0,0.0,0.0,0.1,0.9,SF,WR,0.0,7.7,0.0
Ronnie Bell,,,,,,0.0,4.4,0.0,0.0,9.8,SF,WR,3.3,44.6,0.2
Jalen Reagor,,,,,,1.3,3.3,0.0,0.1,3.7,MIN,WR,1.3,13.3,0.0
KeeSean Johnson,,,,,,0.0,0.0,0.0,0.0,5.7,BUF,WR,3.6,41.2,0.3
Dax Milne,,,,,,0.0,0.0,0.0,0.4,4.7,WAS,WR,3.3,36.0,0.0
Cam Sims,,,,,,0.0,0.0,0.0,0.0,5.2,LV,WR,3.4,41.1,0.0
Jalen Guyton,,,,,,0.0,0.0,0.0,0.0,0.0,LAC,WR,0.0,0.0,0.0
Michael Woods II,,,,,,0.0,0.0,0.0,0.0,4.9,CLE,WR,3.1,38.7,0.2
Tylan Wallace,,,,,,0.0,0.0,0.0,0.0,4.7,BAL,WR,3.0,34.6,0.0
Josh Ali,,,,,,0.0,0.0,0.0,0.0,4.3,ATL,WR,2.8,32.2,0.2
Miles Boykin,,,,,,0.0,0.0,0.0,0.0,1.9,PIT,WR,0.0,16.8,0.0
Jalen Brooks,,,,,,0.1,0.6,0.0,0.0,3.6,DAL,WR,0.0,23.2,0.0
Kirk Merritt,,,,,,0.0,0.3,0.0,0.0,1.7,NO,WR,0.4,9.5,0.1
Laquon Treadwell,,,,,,0.0,0.2,0.0,0.0,1.4,BAL,WR,0.3,9.3,0.0
Antoine Green,,,,,,0.0,0.4,0.0,0.0,1.6,DET,WR,0.6,7.3,0.0
Travis Kelce,,,,,,,,,1.0,167.0,KC,TE,94.0,"1,144.0",7.9
Mark Andrews,,,,,,,,,0.6,111.0,BAL,TE,66.0,844.0,5.1
T.J. Hockenson,,,,,,,,,1.0,100.0,MIN,TE,75.1,792.2,4.9
Darren Waller,,,,,,,,,0.8,97.0,NYG,TE,64.0,760.0,3.1
George Kittle,,,,,,,,,1.0,102.8,SF,TE,57.0,714.2,3.8
Kyle Pitts,,,,,,,,,0.3,93.0,ATL,TE,54.0,722.8,1.8
Dallas Goedert,,,,,,,,,1.0,85.6,PHI,TE,55.0,637.7,2.8
Pat Freiermuth,,,,,,,,,0.5,85.0,PIT,TE,55.8,564.4,3.7
Evan Engram,,,,,,,,,0.6,82.0,JAC,TE,59.4,612.1,3.0
David Njoku,,,,,,,,,1.0,81.0,CLE,TE,50.8,504.5,3.6
Chigoziem Okonkwo,,,,,,,,,0.3,74.0,TEN,TE,41.0,514.9,3.4
Dalton Schultz,,,,,,,,,1.0,74.4,HOU,TE,54.0,522.0,3.1
Tyler Higbee,,,,,,,,,0.3,62.0,LAR,TE,55.0,511.0,2.0
Cole Kmet,,,,,,,,,0.4,63.6,CHI,TE,41.1,418.0,3.0
Greg Dulcich,,,,,,,,,0.3,68.5,DEN,TE,41.8,485.0,1.3
Dalton Kincaid,,,,,,,,,1.0,74.4,BUF,TE,38.7,416.2,3.1
Gerald Everett,,,,,,,,,0.8,67.4,LAC,TE,46.5,475.1,2.5
Juwan Johnson,,,,,,,,,0.2,66.5,NO,TE,38.0,446.1,3.0
Sam LaPorta,,,,,,,,,2.0,69.2,DET,TE,38.7,389.9,2.8
Hunter Henry,,,,,,,,,0.2,53.0,NE,TE,38.0,423.7,1.9
Irv Smith Jr.,,,,,,,,,0.3,58.7,CIN,TE,38.0,347.0,3.0
Noah Fant,,,,,,,,,0.2,48.7,SEA,TE,37.9,358.7,1.6
Dawson Knox,,,,,,,,,0.5,51.0,BUF,TE,28.6,306.0,2.4
Cade Otton,,,,,,,,,0.3,48.0,TB,TE,39.6,417.0,0.9
Hayden Hurst,,,,,,,,,1.0,49.0,CAR,TE,43.0,404.8,2.4
Zach Ertz,,,,,,,,,0.3,46.4,ARI,TE,35.7,344.0,0.8
Taysom Hill,,,,,,,,,2.0,56.2,NO,TE,7.4,77.8,0.9
Jelani Woods,,,,,,,,,0.3,43.4,IND,TE,28.0,318.0,1.9
Tyler Conklin,,,,,,,,,0.5,53.0,NYJ,TE,40.7,361.7,0.1
Mike Gesicki,,,,,,,,,0.2,40.0,NE,TE,28.7,308.0,1.6
Jake Ferguson,,,,,,,,,0.2,48.9,DAL,TE,21.0,214.6,1.5
Michael Mayer,,,,,,,,,1.0,49.0,LV,TE,33.4,322.8,1.5
Luke Musgrave,,,,,,,,,1.0,34.6,GB,TE,14.3,136.1,1.1
Logan Thomas,,,,,,,,,0.3,44.0,WAS,TE,38.5,356.5,0.2
Trey McBride,,,,,,,,,0.3,34.4,ARI,TE,26.2,271.1,1.2
Isaiah Likely,,,,,,,,,0.2,26.3,BAL,TE,18.0,175.6,1.5
Austin Hooper,,,,,,,,,0.2,34.0,LV,TE,23.0,244.4,0.1
Noah Gray,,,,,,,,,0.1,10.6,KC,TE,6.9,68.5,0.0
Luke Schoonmaker,,,,,,,,,1.0,12.2,DAL,TE,7.9,79.0,0.6
Foster Moreau,,,,,,,,,1.0,6.2,NO,TE,3.9,44.7,0.3
Adam Trautman,,,,,,,,,0.5,18.0,DEN,TE,14.0,123.4,0.1
Donald Parham Jr.,,,,,,,,,0.1,13.2,LAC,TE,8.6,93.6,0.1
Brock Wright,,,,,,,,,0.1,23.6,DET,TE,13.9,155.2,0.9
Robert Tonyan,,,,,,,,,0.0,8.4,CHI,TE,5.7,52.7,0.5
Jonnu Smith,,,,,,,,,0.2,13.0,ATL,TE,9.1,86.1,0.0
Will Dissly,,,,,,,,,0.2,9.3,SEA,TE,6.9,68.7,0.3
C.J. Uzomah,,,,,,,,,0.1,5.4,NYJ,TE,3.8,35.5,0.0
Brenton Strange,,,,,,,,,1.0,23.9,JAC,TE,15.4,159.0,0.4
Durham Smythe,,,,,,,,,0.1,23.4,MIA,TE,18.0,162.8,0.0
Jordan Akins,,,,,,,,,0.5,5.2,CLE,TE,3.5,38.4,0.0
Kylen Granson,,,,,,,,,0.1,12.5,IND,TE,9.6,94.3,0.0
Harrison Bryant,,,,,,,,,0.7,9.6,CLE,TE,7.0,68.2,0.5
Josiah Deguara,,,,,,,,,0.1,15.3,GB,TE,11.2,112.1,0.0
Brevin Jordan,,,,,,,,,0.0,21.9,HOU,TE,16.0,152.2,0.0
Mo Alie-Cox,,,,,,,,,1.0,17.1,IND,TE,10.7,117.2,0.5
Josh Oliver,,,,,,,,,0.1,5.7,MIN,TE,4.1,36.7,0.0
Tucker Kraft,,,,,,,,,1.0,5.7,GB,TE,3.8,39.0,0.3
Tommy Tremble,,,,,,,,,1.0,10.0,CAR,TE,7.2,68.2,0.5
Darnell Washington,,,,,,,,,1.0,11.3,PIT,TE,7.5,78.5,0.6
Colby Parkinson,,,,,,,,,0.1,8.8,SEA,TE,6.6,65.1,0.0
Ian Thomas,,,,,,,,,0.1,18.9,CAR,TE,12.6,109.9,0.0
Teagan Quitoriano,,,,,,,,,0.1,5.2,HOU,TE,3.6,36.4,0.2
Daniel Bellinger,,,,,,,,,1.2,9.5,NYG,TE,7.5,67.8,0.4
Albert Okwuegbunam,,,,,,,,,0.5,11.5,PHI,TE,7.5,76.4,0.6
Lawrence Cager,,,,,,,,,0.0,10.0,NYG,TE,10.0,94.0,1.0
Jimmy Graham,,,,,,,,,0.1,8.0,NO,TE,5.0,57.0,0.4
Charlie Kolar,,,,,,,,,0.1,10.0,BAL,TE,6.8,68.9,0.4
Peyton Hendershot,,,,,,,,,0.2,12.2,DAL,TE,6.5,72.0,0.4
Eric Saubert,,,,,,,,,0.1,10.0,MIA,TE,11.0,98.2,0.0
Blake Bell,,,,,,,,,0.1,9.0,KC,TE,4.4,45.9,0.3
Brycen Hopkins,,,,,,,,,0.1,11.8,LAR,TE,8.0,86.8,0.4
Hunter Long,,,,,,,,,0.1,9.6,LAR,TE,3.4,33.8,0.4
Payne Durham,,,,,,,,,1.0,14.0,TB,TE,7.9,74.0,0.4
Ko Kieft,,,,,,,,,0.1,5.6,TB,TE,3.9,39.5,0.3
Connor Heyward,,,,,,,,,0.1,5.1,PIT,TE,3.6,36.4,0.2
John Bates,,,,,,,,,0.1,9.6,WAS,TE,7.3,68.5,0.0
Geoff Swaim,,,,,,,,,0.0,8.0,ARI,TE,9.0,64.0,0.0
Cameron Latu,,,,,,,,,0.1,6.0,SF,TE,6.0,65.0,0.4
James Mitchell,,,,,,,,,0.1,6.6,DET,TE,4.0,43.7,0.4
Tre' McKitty,,,,,,,,,0.1,10.0,LAC,TE,8.2,81.5,0.0
Andrew Ogletree,,,,,,,,,0.0,10.0,IND,TE,10.0,88.0,1.0
Josh Whyle,,,,,,,,,0.1,10.0,TEN,TE,6.8,72.3,0.4
John FitzPatrick,,,,,,,,,0.0,9.0,ATL,TE,8.0,80.0,1.0
Jack Stoll,,,,,,,,,0.1,4.4,PHI,TE,3.5,32.5,0.0
Cole Turner,,,,,,,,,0.2,4.8,WAS,TE,3.6,33.4,0.2
Marcedes Lewis,,,,,,,,,0.1,9.0,CHI,TE,8.0,43.2,0.2
Davis Allen,,,,,,,,,1.0,4.1,LAR,TE,1.8,14.2,0.1
Jeremy Ruckert,,,,,,,,,0.1,5.4,NYJ,TE,3.5,35.6,0.3
Stephen Sullivan,,,,,,,,,0.0,5.3,CAR,TE,3.7,35.0,0.3
Ross Dwelley,,,,,,,,,0.0,0.8,SF,TE,0.3,3.4,0.0
Trevon Wesco,,,,,,,,,0.1,7.5,TEN,TE,2.4,30.4,0.3
Quintin Morris,,,,,,,,,1.0,6.2,BUF,TE,4.1,41.1,0.3
Jody Fortson,,,,,,,,,1.0,7.3,KC,TE,4.6,46.5,0.0
Johnny Mundt,,,,,,,,,0.1,5.8,MIN,TE,4.3,37.4,0.0
Drew Sample,,,,,,,,,0.3,5.6,CIN,TE,4.4,37.1,0.0
Reggie Gilliam,,,,,,,,,0.0,7.3,BUF,TE,3.6,19.6,0.2
Andrew Beck,,,,,,,,,0.0,6.8,HOU,TE,7.6,47.2,0.0
Will Mallory,,,,,,,,,0.1,0.8,IND,TE,0.3,3.3,0.0
Brayden Willis,,,,,,,,,0.0,3.6,SF,TE,10.0,14.0,0.2
Curtis Hodges,,,,,,,,,0.0,6.0,WAS,TE,2.5,23.3,0.2
Luke Farrell,,,,,,,,,0.0,6.0,JAC,TE,2.3,26.6,0.0
Jesper Horsted,,,,,,,,,0.1,5.1,LV,TE,2.8,33.9,0.2
Stone Smartt,,,,,,,,,0.0,3.6,LAC,TE,4.1,14.0,0.2
Tommy Sweeney,,,,,,,,,0.1,4.8,NYG,TE,3.7,33.8,0.2
Chris Manhertz,,,,,,,,,0.1,5.1,DEN,TE,1.7,16.5,0.0
Giovanni Ricci,,,,,,,,,0.1,8.8,CAR,TE,2.7,36.4,0.3
Mitchell Wilcox,,,,,,,,,0.0,9.1,CIN,TE,6.3,61.2,0.0
Grant Calcaterra,,,,,,,,,0.1,4.5,PHI,TE,3.3,27.2,0.2
Shane Zylstra,,,,,,,,,0.1,6.5,DET,TE,3.9,41.3,0.3
Armani Rogers,,,,,,,,,0.0,7.2,WAS,TE,7.3,35.0,0.3
Anthony Firkser,,,,,,,,,0.0,7.5,NE,TE,5.8,54.3,0.4
MyCole Pruitt,,,,,,,,,0.0,4.6,ATL,TE,3.2,29.5,0.3
David Wells,,,,,,,,,0.0,9.2,TB,TE,3.2,31.7,0.4
Dominique Dafney,,,,,,,,,0.0,5.6,TB,TE,3.9,39.8,0.3
Noah Togiai,,,,,,,,,0.0,5.5,ARI,TE,2.0,21.1,0.2
Tyler Davis,,,,,,,,,0.0,3.9,GB,TE,1.2,11.5,0.3
Tyler Mabry,,,,,,,,,0.0,4.9,SEA,TE,1.5,20.2,0.2
Feleipe Franks,,,,,,,,,0.0,4.3,ATL,TE,3.1,29.0,0.2
Charlie Woerner,,,,,,,,,0.0,3.6,SF,TE,2.9,14.0,0.2
Kaden Smith,,,,,,,,,0.0,4.1,WAS,TE,3.2,29.2,0.2
Ben Mason,,,,,,,,,0.0,0.6,BAL,TE,0.3,2.0,0.0
